X,Z,Success?,ReachedExit
67.50081,-28.82079,1,1
9.132453,-28.50689,0,0
37.45567,-28.43166,1,1
64.52912,-9.536852,1,2
88.05505,-20.76154,1,3
8.337786,-9.013009,1,1
3.503559,-9.655187,1,1
60.41706,-9.498302,1,2
90.69654,-23.62366,1,3
36.83436,-28.11845,1,1
90.7096,-14.21678,-1,0
52.28188,-7.327116,1,2
19.95124,-28.20208,1,1
34.41549,-28.4506,1,1
90.31789,-13.91849,-1,0
10.69743,-9.639246,1,1
36.11827,-28.98046,1,1
44.40183,-17.77272,1,2
59.99852,-9.79232,1,2
2.824188,-9.686597,1,1
7.33145,-9.105252,1,1
89.6067,-22.14812,-1,0
76.09608,-28.40294,1,1
7.434505,-28.90309,1,1
56.14651,-28.92373,1,1
83.15448,-28.40742,1,3
55.29594,-9.057303,1,2
86.19922,-28.97205,1,3
87.59013,-22.82577,1,3
27.22513,-9.186962,1,1
91.05941,-26.10997,1,3
20.20527,-28.41317,1,1
47.20662,-6.308775,1,2
46.21032,-4.982651,1,2
35.01894,-28.93903,1,1
50.5601,-19.85353,-1,0
35.51966,-28.48064,1,1
81.1487,-28.94534,1,3
90.25775,-23.68294,1,3
35.1279,-9.244478,1,1
79.03596,-28.64397,1,3
14.59406,-9.730886,1,1
29.32858,-28.18611,1,1
49.59315,-12.98781,-1,0
45.18408,-4.783292,1,2
87.16241,-28.49893,1,3
90.43136,-22.75549,1,3
85.53457,-9.179438,1,2
33.51637,-9.118396,1,1
90.2204,-12.72563,-1,0
24.24969,-9.245949,1,1
46.11048,-24.23715,1,1
60.55224,-28.35785,1,1
13.42328,-9.7784,1,1
31.95193,-9.131401,1,1
76.04166,-28.78219,1,1
50.10246,-12.40591,1,2
28.23509,-28.57849,1,1
40.73594,-28.79649,1,1
68.08955,-28.251,1,1
69.08672,-9.783047,1,2
63.81508,-9.31225,1,2
49.43679,-19.75454,-1,0
78.64735,-28.52553,-1,0
95.2058,-9.332569,1,2
76.70087,-28.92038,1,1
21.62608,-9.112268,1,1
90.34743,-11.94332,1,2
87.29726,-13.82891,1,3
41.0201,-9.210884,1,1
21.66307,-9.108296,1,1
42.71073,-9.087906,1,1
31.40314,-9.363274,1,1
16.98076,-28.85629,1,1
61.9721,-9.003381,1,2
81.81715,-28.888,1,3
52.43766,-15.62017,-1,0
12.45915,-9.24376,1,1
33.76548,-9.019197,1,1
10.45299,-28.40859,1,1
85.30347,-9.76524,1,2
26.65551,-28.09148,1,1
88.93261,-9.585056,1,2
90.65748,-23.5288,1,3
21.88242,-28.15334,1,1
90.01468,-22.36732,-1,0
51.9464,-25.51302,-1,0
42.8895,-28.72119,-1,0
45.54369,-5.321054,1,2
88.0361,-16.20365,1,3
30.17727,-28.30373,1,1
95.00164,-9.843846,0,0
56.5419,-28.90585,1,1
24.45947,-9.113167,1,1
14.05318,-9.189855,1,1
64.92825,-9.524061,1,2
14.3976,-28.27151,1,1
24.62175,-28.44729,1,1
66.69118,-9.691345,1,2
27.39241,-9.703973,1,1
32.3265,-28.75248,1,1
32.6455,-9.076533,1,1
60.2633,-28.53789,1,1
17.30361,-9.242207,1,1
27.44288,-9.687291,1,1
46.81304,-15.45402,1,2
72.28832,-9.351233,1,2
80.24757,-28.57545,1,3
22.04325,-9.43285,1,1
52.09956,-20.28358,-1,0
53.07916,-9.796892,-1,0
31.96761,-28.67307,1,1
89.69147,-9.266056,1,2
63.53939,-28.00747,1,1
41.6859,-9.63516,1,1
55.33425,-9.953699,1,2
43.48775,-28.12795,1,1
69.18616,-28.34137,1,1
41.35199,-28.30015,1,1
66.99788,-28.63295,1,1
39.99775,-9.044015,1,1
67.06804,-9.839458,1,2
89.1354,-9.444101,1,2
51.95298,-28.86161,1,1
30.27938,-28.47391,1,1
83.42943,-9.36093,1,2
52.22285,-24.71545,1,1
80.98961,-28.91654,1,3
4.189159,-28.57917,1,1
38.34625,-9.492362,1,1
64.62484,-9.70062,1,2
29.56918,-28.13341,1,1
90.26147,-20.1387,-1,0
91.01007,-20.0306,-1,0
61.60366,-28.64043,-1,0
79.13152,-28.05188,-1,0
87.83577,-11.65414,1,3
53.79522,-28.85523,1,1
63.47448,-9.254445,1,2
65.94176,-28.28733,1,1
61.8663,-28.75001,1,1
52.732,-15.11163,1,2
91.52549,-28.58426,1,3
79.76202,-28.06348,1,3
17.22353,-9.969461,1,1
20.27567,-9.424635,1,1
44.80639,-26.08032,1,1
60.17152,-28.40602,1,1
19.25158,-9.657893,1,1
57.63067,-9.71313,1,2
58.23946,-28.76816,1,1
90.36803,-9.95645,1,2
90.42124,-28.04412,1,3
75.45874,-9.421227,1,2
83.65447,-9.028787,1,2
28.55867,-28.52733,1,1
91.11693,-28.97221,1,3
87.03097,-25.90107,1,3
44.33876,-14.06577,1,2
47.24447,-15.22633,1,2
52.39719,-17.06377,-1,0
64.16373,-9.726452,1,2
88.75902,-28.58291,1,3
91.31213,-26.72798,1,3
83.10807,-28.79255,1,3
48.86028,-24.28817,-1,0
19.0374,-28.94776,-1,0
74.31517,-28.70874,1,1
37.46491,-28.90842,1,1
88.24935,-13.86673,1,3
91.5462,-12.31836,1,2
14.12559,-28.07515,1,1
50.65971,-28.49464,1,1
22.45082,-9.875901,1,1
17.02132,-28.5084,1,1
18.90097,-28.35818,1,1
19.53251,-9.486063,1,1
52.61181,-6.717142,1,2
18.09711,-28.04185,1,1
32.5047,-28.78795,1,1
87.22852,-15.58097,1,3
36.84556,-9.513315,1,1
9.673086,-9.978591,1,1
26.69924,-9.728596,1,1
89.15244,-24.64382,1,3
15.99549,-9.517319,0,0
90.02724,-25.35163,1,3
52.97871,-20.05625,1,1
88.3589,-25.88436,1,3
77.7693,-9.448943,1,2
33.46609,-9.294944,1,2
45.57711,-13.17652,1,2
84.02569,-9.73952,1,2
22.0201,-28.96902,1,1
5.870284,-9.811764,1,1
67.88583,-28.27146,1,1
85.82082,-28.51765,1,3
48.13943,-15.71057,1,2
55.6558,-28.5541,1,1
20.13261,-28.99786,1,1
90.1106,-25.12798,1,3
48.3462,-26.04086,1,1
89.0532,-28.5005,1,3
26.54132,-9.922668,1,1
45.23904,-10.62259,1,2
30.79568,-28.19146,1,1
5.259706,-28.76679,1,1
8.96047,-9.013299,1,1
23.70973,-28.0713,1,1
26.32812,-9.42598,1,1
79.56553,-9.87452,1,2
89.94978,-9.368731,1,2
22.00684,-28.92272,1,1
58.1657,-9.144387,1,2
27.17644,-9.093093,1,1
10.73698,-9.934879,1,1
25.70638,-28.94356,1,1
61.21615,-9.664757,1,2
61.47803,-9.075935,1,2
91.42362,-27.70857,1,3
31.61522,-9.069191,1,1
58.54609,-9.352301,1,2
21.49937,-9.133891,1,1
88.60278,-28.38176,1,3
93.27519,-9.065907,1,2
54.46142,-28.17957,1,1
89.75973,-28.1227,1,3
48.60674,-12.82387,-1,0
7.783834,-28.63018,1,1
21.76763,-28.82714,1,1
93.61111,-9.589773,1,2
45.20849,-25.61629,1,1
42.54272,-9.640671,1,2
17.41119,-9.238872,1,1
87.71853,-28.22845,1,3
29.56715,-28.949,1,1
63.81741,-28.46137,1,1
47.1631,-27.06456,1,1
90.29321,-22.08533,-1,0
88.69353,-10.90784,1,2
15.546,-9.465784,1,1
52.76789,-19.49479,-1,0
27.96086,-28.88599,1,1
18.24062,-28.17614,1,1
46.12975,-19.74077,1,1
48.48715,-16.86047,-1,0
45.3311,-8.038983,1,2
19.70082,-28.683,1,1
20.53158,-28.02209,1,1
88.63512,-9.915323,1,2
62.43818,-9.758519,1,2
50.81704,-3.088722,1,2
51.16674,-13.27848,-1,0
90.73695,-20.09102,-1,0
58.76023,-28.4547,1,1
68.20439,-28.83825,1,1
36.10011,-9.293177,1,1
9.915355,-9.902176,1,1
7.344428,-28.13399,1,1
37.11871,-28.31801,1,1
89.89011,-12.80776,-1,0
25.86384,-28.17577,1,1
49.11831,-12.71984,-1,0
35.93255,-9.534512,1,1
71.897,-9.978767,1,2
49.35685,-27.69823,1,1
55.87062,-28.38979,1,1
81.71541,-9.084443,1,2
77.06261,-9.765771,1,2
61.54672,-28.87427,1,1
79.37754,-28.71178,1,3
35.00972,-9.268689,1,1
68.07082,-9.764611,1,2
79.49919,-28.00465,1,3
33.6896,-9.103195,1,1
88.65479,-23.20298,1,3
32.92566,-28.82073,1,1
86.57666,-9.664098,1,3
68.82346,-9.000187,1,2
90.74665,-26.99263,1,3
34.09678,-28.15673,1,1
22.16707,-28.41057,1,1
49.93848,-12.99219,-1,0
47.60939,-25.22527,1,1
20.08089,-28.36224,1,1
15.77241,-28.42494,1,1
38.46526,-9.603388,1,1
59.98396,-9.417167,1,2
27.92696,-28.37532,1,1
83.02036,-9.923971,1,2
18.25495,-9.591101,1,1
82.80601,-28.17999,1,3
57.70293,-9.517227,1,2
76.79572,-9.625535,1,2
51.62637,-11.42494,1,2
70.57535,-9.571293,1,2
16.37014,-9.8079,1,1
18.02149,-28.54802,1,1
47.53381,-5.092854,1,2
74.78876,-28.40935,1,1
87.61323,-23.86697,1,3
20.60272,-28.09566,1,1
41.66893,-28.81337,1,1
36.71001,-9.922775,1,1
28.43114,-9.411303,1,1
50.65858,-6.738842,1,2
87.62654,-25.93669,1,3
59.34827,-28.04928,1,1
59.04474,-9.750216,1,2
62.08539,-28.35656,1,1
16.67895,-28.08725,1,1
70.55276,-9.710792,1,2
66.19437,-28.64273,1,1
57.03169,-28.606,1,1
50.0935,-9.780243,1,2
87.135,-20.69598,1,3
87.83022,-12.21427,1,3
50.36436,-9.769888,1,2
49.13535,-20.88054,-1,0
8.335652,-28.94098,-1,0
44.52711,-23.25022,1,1
69.46184,-9.320341,1,2
86.04984,-9.400921,1,2
77.49876,-28.9321,1,1
94.01289,-9.902949,1,2
25.79988,-28.51506,1,1
89.90736,-12.46101,1,2
5.222701,-28.57487,1,1
89.63507,-20.30452,-1,0
22.07458,-9.145349,-1,0
33.46688,-9.079085,-1,0
10.03569,-9.821275,1,1
31.41298,-28.72949,1,1
67.54578,-9.069468,1,2
48.53474,-4.976062,1,2
89.34528,-23.2508,1,3
49.54915,-16.88029,1,2
54.31309,-28.53496,1,1
56.64398,-28.6758,1,1
6.726375,-28.62626,1,1
41.79569,-9.045793,1,1
63.19991,-9.79828,1,2
20.31668,-9.55937,1,1
44.05952,-18.9358,1,1
25.48717,-28.99903,1,1
61.99,-28.55951,1,1
28.38013,-9.607211,1,1
44.50297,-15.95929,1,2
90.40684,-17.96143,-1,0
47.45549,-9.9033,1,2
21.10122,-28.61542,1,1
10.08642,-9.874056,1,1
18.08369,-28.63597,1,1
77.43469,-9.230531,1,2
41.52866,-28.3105,1,1
90.17346,-14.8769,-1,0
87.86846,-26.18836,1,3
83.92277,-9.528047,1,2
25.57164,-28.89072,1,1
87.29456,-11.77104,1,3
84.62144,-9.784141,1,2
44.82042,-25.41029,1,1
87.05912,-9.817968,1,3
53.62143,-9.303172,1,2
55.0483,-9.608297,1,2
71.46874,-28.9085,1,1
50.69215,-24.80228,1,1
38.60048,-9.472223,1,1
38.20926,-9.443422,1,1
65.11431,-9.075158,1,2
26.26237,-28.43658,1,1
71.83378,-9.093135,1,2
46.46332,-13.88627,1,2
45.20241,-9.585555,1,2
26.22419,-28.77126,1,1
55.68401,-28.44795,1,1
91.43893,-28.87976,1,3
77.01956,-9.449102,1,2
88.61074,-27.91599,1,3
24.58931,-9.792027,1,1
21.80956,-9.533432,1,1
89.03329,-26.79915,1,3
51.97917,-20.94608,-1,0
62.95058,-28.19971,-1,0
63.04322,-28.37805,1,1
50.34856,-4.859126,1,2
73.66876,-9.919558,1,2
47.93554,-20.52461,1,2
93.19502,-9.363119,1,2
18.32854,-9.902453,1,1
87.42399,-10.78687,1,3
90.16701,-11.46185,1,2
19.31394,-28.83366,1,1
43.50193,-9.37154,1,1
15.97735,-9.198771,1,1
38.06636,-9.772848,1,1
89.67012,-19.73676,-1,0
12.69192,-9.183136,1,1
43.5406,-28.0865,1,1
49.87324,-16.3609,1,2
88.14891,-26.25233,1,3
51.5028,-15.84105,1,2
60.32972,-28.0461,1,1
27.0723,-28.4453,1,1
45.78459,-20.4346,1,1
52.33583,-9.350973,1,2
84.21165,-9.11793,1,2
88.90533,-25.06448,1,3
12.06619,-28.27313,1,1
71.07469,-9.454987,1,2
48.26564,-4.148132,1,2
44.22701,-7.022471,1,2
42.62592,-28.65911,1,1
49.89175,-24.87778,1,1
9.482347,-28.89823,1,1
37.67156,-28.68916,1,1
33.55223,-9.631242,1,1
87.14037,-23.49082,1,3
78.93488,-9.858089,1,2
22.56695,-28.46888,1,1
91.69327,-26.15304,1,3
23.38749,-28.93177,1,1
90.58626,-20.25651,-1,0
89.56223,-16.36703,-1,0
91.04533,-28.43459,1,3
85.88122,-9.67292,1,2
90.30408,-28.56918,1,3
46.01072,-26.99219,1,1
51.68902,-28.73037,1,1
87.76838,-28.68527,1,3
19.75655,-9.240104,1,1
62.34114,-28.91126,1,1
44.17479,-28.25066,1,1
38.41774,-9.284799,1,1
93.80663,-9.202002,1,2
66.63843,-28.82753,1,1
11.39361,-28.51912,1,1
46.51766,-13.86133,1,2
91.6458,-16.08122,-1,0
38.92385,-28.79712,1,1
88.76818,-28.48956,1,3
40.22522,-28.63749,1,1
33.65425,-9.942797,1,1
20.95141,-28.01951,1,1
2.808962,-9.100663,1,1
88.34608,-14.56627,1,3
53.53503,-28.42809,1,1
64.53563,-9.979572,1,2
25.69742,-9.990581,1,1
74.36201,-28.48025,1,1
85.88909,-28.02201,1,3
90.10712,-9.481936,1,2
87.83917,-11.35426,1,3
26.54238,-28.07393,1,1
48.33403,-7.352199,1,2
39.26221,-28.8548,1,1
89.09965,-12.70887,-1,0
55.3787,-28.16243,1,1
2.65282,-28.46223,1,1
74.38001,-28.87414,1,1
94.26046,-9.848996,1,2
19.07487,-9.289165,1,1
88.32092,-9.537401,1,3
78.5864,-9.018588,1,2
16.83727,-9.552946,1,1
76.16092,-9.469151,1,2
88.57713,-24.09465,1,3
88.51338,-27.15319,0,0
50.74551,-5.768477,-1,0
44.07735,-26.68246,1,1
89.91148,-27.42161,1,3
31.90526,-28.04747,1,1
68.92227,-28.13257,1,1
13.90528,-9.452122,1,1
49.67196,-22.66728,-1,0
61.36875,-28.41623,1,1
8.47809,-28.37569,1,1
30.3938,-28.65326,1,1
44.35023,-12.12646,1,2
24.78122,-9.32214,0,0
52.04712,-12.85193,-1,0
64.11138,-9.883521,1,2
49.23753,-18.85301,-1,0
80.24178,-28.98646,-1,0
83.42839,-28.94551,1,3
46.44992,-8.563622,1,2
54.58134,-28.98632,1,1
83.23521,-9.872126,1,2
46.12123,-27.61689,1,1
81.41389,-28.382,1,3
18.83704,-9.551456,1,1
68.7962,-28.82915,1,1
75.207,-9.605224,1,2
92.91453,-9.26369,1,2
50.32891,-25.8049,1,1
87.34901,-22.39923,1,3
51.81734,-17.06203,-1,0
49.21814,-16.77332,-1,0
8.003311,-28.90867,1,1
23.77271,-28.14055,1,1
17.49454,-9.181171,1,1
36.53995,-9.331373,1,1
44.72324,-24.42974,1,1
91.02553,-23.82504,1,3
81.34715,-9.582022,1,2
13.24209,-9.292098,1,1
23.04145,-9.807298,1,1
90.71057,-27.26158,1,3
8.237289,-28.03237,1,1
76.33571,-28.43258,1,1
14.95222,-9.856935,1,1
38.76913,-9.088875,1,1
44.62194,-21.72495,1,1
82.47194,-28.38871,1,3
87.01369,-28.79413,1,3
45.36699,-20.832,1,1
47.1744,-12.60069,1,2
80.65259,-28.12214,1,3
73.43075,-28.50789,1,1
85.7431,-28.68456,1,3
88.38786,-16.4751,1,3
88.29993,-28.38,1,3
45.00919,-9.639178,1,2
65.30328,-28.28056,1,1
7.889262,-9.475556,1,1
2.810414,-28.85156,1,1
33.52567,-9.866923,1,1
46.53899,-6.762134,1,2
25.03832,-9.94577,1,1
52.75249,-16.68215,1,2
88.90691,-18.58726,-1,0
39.62391,-28.11603,-1,0
69.36006,-28.92054,1,1
91.46552,-13.3065,-1,0
7.031874,-9.995687,-1,0
82.07905,-28.62802,1,3
10.99225,-28.96585,1,1
9.940479,-9.358522,1,1
60.01007,-28.3933,1,1
35.87476,-9.05486,1,1
93.6021,-9.610054,1,2
16.29562,-9.465393,1,1
87.83588,-9.225403,1,3
11.16685,-28.81842,1,1
39.54936,-28.96702,1,1
74.5415,-28.89194,1,1
51.52944,-22.66651,-1,0
50.35554,-6.070425,1,2
51.94276,-8.196485,1,2
89.97723,-26.73608,1,3
79.16931,-28.14816,1,3
89.80261,-15.729,-1,0
16.08255,-28.71418,1,1
33.84133,-9.33095,1,1
77.20108,-9.45808,1,2
50.26535,-13.05802,1,2
12.92846,-9.136397,1,1
47.89574,-21.99,1,1
42.87014,-28.8225,1,1
91.74622,-28.29842,1,3
14.78059,-9.955642,1,1
44.84377,-27.29034,1,1
87.45124,-18.87301,1,3
19.31568,-28.9551,1,1
66.06322,-28.62755,1,1
43.18459,-9.022979,1,1
67.54425,-28.51278,1,1
8.664343,-9.536587,1,1
23.27619,-28.56992,1,1
49.79208,-26.39045,1,1
57.9063,-28.63635,1,1
51.82671,-7.669213,1,2
68.54297,-9.817305,1,2
91.03287,-24.45946,1,3
8.53233,-9.719522,1,1
36.9675,-28.46925,1,1
60.31635,-28.06988,1,1
65.41469,-9.852108,1,2
36.54161,-9.714754,1,1
89.34663,-24.56408,1,3
45.99208,-22.20971,1,1
24.02217,-9.940157,1,1
32.5951,-9.30038,1,1
53.5246,-28.15422,1,1
5.81976,-9.524698,1,1
3.280096,-9.637646,1,1
48.74712,-28.32352,1,1
88.35081,-16.63787,1,3
3.852978,-28.78458,1,1
90.78703,-24.34047,1,3
20.48016,-9.385591,1,1
69.75095,-28.79506,1,1
66.28406,-28.86739,1,1
56.29241,-9.293385,1,2
8.95336,-9.889051,1,1
18.30545,-28.2755,1,1
70.91985,-28.82,1,1
73.11235,-28.00284,1,1
27.72656,-28.92467,1,1
49.36078,-5.74856,1,2
91.73036,-27.94772,1,3
58.8564,-28.91855,1,1
16.33841,-9.589214,1,1
63.96699,-9.267458,1,2
90.18623,-23.29041,1,3
57.19655,-28.50215,1,1
3.424687,-28.32702,1,1
23.00883,-28.46365,1,1
46.41853,-5.415615,1,2
66.86546,-28.40352,1,1
40.48175,-9.809724,1,1
28.81111,-28.64723,1,1
43.60025,-28.72954,1,1
4.474921,-28.07348,1,1
72.14552,-28.48735,1,1
87.52562,-11.06126,1,3
63.55928,-9.547161,1,2
47.9525,-25.76017,1,1
7.959272,-28.39719,1,1
52.25462,-7.146997,1,2
90.57311,-11.35041,1,2
17.2986,-28.67625,1,1
30.57829,-28.57763,1,1
80.60586,-28.63813,1,3
45.60926,-6.417522,1,2
20.86982,-28.95692,1,1
69.96224,-28.67846,1,1
64.55685,-28.98708,1,1
83.04106,-28.78203,1,3
91.42588,-14.11357,-1,0
37.98965,-9.193697,1,1
39.62398,-28.02232,1,1
29.82393,-9.14647,1,1
63.39742,-28.97096,1,1
88.65765,-15.8497,-1,0
87.43356,-9.518539,-1,0
26.6893,-28.2177,1,1
33.87775,-9.902538,1,1
25.6963,-28.7136,1,1
29.11983,-9.203176,1,1
31.80016,-9.455736,1,1
52.46481,-13.63281,-1,0
28.25147,-28.62884,1,1
75.26994,-28.34425,1,1
89.95227,-26.88739,1,3
42.30446,-28.58777,1,1
14.03598,-9.267226,1,1
46.98837,-5.90953,1,2
57.06336,-28.53539,1,1
82.83237,-9.480536,1,2
57.82096,-9.181689,1,2
87.80779,-26.36949,1,3
76.68683,-9.002412,1,2
92.67318,-9.091471,1,2
85.31136,-28.51102,1,3
89.63344,-28.31332,1,3
21.06582,-9.657383,1,2
13.65938,-28.94967,0,0
44.27196,-20.87386,1,1
91.11185,-10.80192,1,2
87.81216,-9.693962,1,3
38.61668,-28.85136,1,1
87.75999,-13.09674,1,3
56.51966,-28.5568,1,1
18.96802,-28.99724,0,0
15.0846,-28.48427,1,1
59.87394,-28.81341,1,1
11.21129,-9.029407,1,1
45.84806,-17.38319,1,1
2.982447,-28.97447,1,1
30.95802,-28.41081,1,1
88.77188,-25.55507,1,3
21.81719,-9.361835,1,1
62.49759,-28.32915,1,1
68.45694,-9.743331,1,2
2.529488,-9.600333,1,1
25.87532,-28.50673,1,1
65.15594,-9.999963,1,2
52.97712,-16.90783,1,2
44.21765,-12.28026,1,2
89.87305,-13.01484,0,0
46.63951,-14.99099,1,2
43.40863,-9.767868,0,0
74.60538,-9.333586,1,2
43.36354,-28.2333,1,1
49.57397,-21.02039,-1,0
74.58893,-9.550829,1,2
83.61774,-28.73656,1,3
47.11349,-21.44993,1,1
47.76662,-8.283842,1,2
78.99682,-9.706781,1,2
88.78957,-20.31617,-1,0
29.53794,-9.484076,-1,0
43.12001,-9.807363,-1,0
91.72817,-14.38517,-1,0
34.62453,-28.24678,-1,0
68.55208,-28.54538,-1,0
25.91833,-28.66109,1,1
65.72385,-9.263311,1,2
90.13141,-14.01393,-1,0
29.72075,-28.75841,-1,0
18.25923,-9.61495,1,1
21.00694,-28.26696,1,1
46.31377,-22.9962,1,1
87.80554,-23.62671,1,3
88.63251,-22.46035,-1,0
2.438755,-28.3433,-1,0
41.56077,-28.1548,1,1
76.25252,-9.301099,1,2
84.29598,-9.463136,1,2
31.67636,-9.81107,1,1
89.47091,-28.20077,1,3
91.21887,-9.24564,1,2
46.50415,-6.94139,1,2
37.79706,-28.27633,1,1
59.70374,-28.41361,1,1
27.60667,-9.185097,1,1
22.04372,-9.600632,1,1
26.7293,-28.43511,1,1
48.93373,-11.13793,1,2
60.42299,-9.390063,1,2
4.04974,-28.5141,1,1
38.08223,-9.586225,1,1
20.29107,-28.09127,1,1
87.40547,-23.49778,1,3
90.75872,-27.80187,1,3
54.95013,-28.22303,1,1
90.31881,-24.74951,1,3
91.62325,-28.17239,1,3
54.3119,-28.67355,1,1
20.00631,-9.861547,1,1
52.83925,-19.70587,1,1
24.78436,-28.28943,1,1
78.92218,-9.630446,1,2
47.65832,-23.32871,1,1
47.08663,-11.86972,1,2
51.64817,-25.88144,1,1
21.2774,-28.4212,1,1
68.05394,-9.649063,1,2
52.47328,-23.1323,-1,0
23.78551,-28.68389,1,1
39.45362,-9.289042,1,1
25.1635,-9.58658,1,1
48.91539,-20.52546,-1,0
30.75733,-9.027948,-1,0
57.18237,-9.60601,1,2
71.18705,-9.836127,1,2
68.37846,-9.870124,1,2
44.70582,-5.381515,1,2
25.42425,-28.43501,1,1
50.92096,-10.15188,0,0
88.8389,-11.84308,0,0
91.29779,-9.50272,1,2
77.50292,-28.78046,1,1
11.57393,-9.668644,1,1
63.10363,-9.863407,1,2
45.42818,-6.086009,1,2
26.13113,-28.27207,1,1
34.41232,-9.38011,1,1
49.00862,-15.99556,1,2
65.29292,-28.01845,1,1
38.74259,-9.473762,1,1
90.37719,-15.31577,-1,0
44.66226,-7.194869,1,2
81.34713,-9.848447,1,2
22.38373,-9.365622,1,1
11.67939,-9.331781,1,1
87.33371,-9.489889,1,3
49.9723,-6.103347,1,2
88.1805,-28.03527,1,3
73.35492,-9.319208,1,2
76.32724,-9.481346,1,2
27.15478,-28.49013,1,1
41.69127,-28.6234,1,1
74.26431,-28.96242,1,1
79.97421,-28.62812,1,3
42.77472,-9.613525,1,1
52.34628,-12.44881,1,2
87.45257,-22.84908,1,3
2.04075,-9.120909,1,1
28.78021,-28.82993,1,1
14.47755,-28.49258,1,1
49.24128,-19.35355,-1,0
90.45439,-21.15047,-1,0
85.16644,-9.702838,1,2
93.26664,-9.66386,1,2
62.49911,-28.05919,1,1
91.3161,-22.69315,1,3
91.11552,-14.54561,-1,0
87.64674,-28.50894,-1,0
32.09558,-9.599795,-1,0
52.59724,-23.46714,-1,0
3.54847,-28.92569,-1,0
17.33603,-9.659851,1,1
10.93166,-9.236663,1,1
78.86737,-9.166998,1,2
41.70869,-9.906379,1,1
89.48874,-9.676531,1,2
59.83217,-28.25781,1,1
50.06982,-12.37862,1,2
88.01804,-28.42754,1,3
58.6258,-9.085159,1,2
33.97542,-28.5573,1,1
89.15836,-25.38416,1,3
88.72815,-25.29119,1,3
50.27716,-26.32999,1,1
92.25391,-9.797401,1,2
71.00623,-9.536762,1,2
69.98621,-28.69801,1,1
4.23439,-28.04102,1,1
58.75262,-28.48713,1,1
10.04177,-9.725407,1,1
84.56311,-9.296146,1,2
70.55135,-9.855354,1,2
88.26894,-9.058367,1,3
62.60009,-28.70632,1,1
81.04285,-28.15377,1,3
88.30836,-11.57729,1,3
9.322521,-9.342752,1,1
87.83365,-21.48103,1,3
73.72585,-28.1959,1,1
21.55935,-28.79409,1,1
91.93395,-18.50545,-1,0
89.41347,-9.455468,-1,0
95.42654,-9.12925,-1,0
45.48264,-12.99882,1,2
31.48353,-28.24559,1,1
89.64543,-14.2352,-1,0
48.99184,-8.681823,-1,0
12.66811,-28.0325,-1,0
46.45093,-28.16889,1,1
65.37478,-9.485605,1,2
11.08956,-9.41188,1,1
51.04888,-14.64989,1,2
8.31943,-9.127488,1,1
42.82164,-28.99111,1,1
89.47423,-12.22603,1,2
77.66881,-28.99462,1,1
85.69775,-9.012804,1,2
57.55606,-28.9532,1,1
6.343756,-28.24795,1,1
94.04391,-9.183444,1,2
21.32535,-9.174998,1,1
54.78976,-9.807069,1,2
87.63486,-13.44852,1,3
35.20098,-28.30527,1,1
87.93209,-14.02587,1,3
61.46369,-9.860736,1,2
55.28617,-28.29678,1,1
49.91893,-23.64202,-1,0
78.60233,-9.985054,1,2
87.07864,-20.49678,1,3
36.92243,-9.300507,1,1
47.52189,-6.773127,1,2
88.40422,-25.96481,1,3
37.55441,-28.66837,1,1
14.70516,-28.24144,1,1
21.91927,-9.57042,1,1
31.94097,-28.3572,1,1
36.50259,-28.91641,1,1
82.31259,-28.55492,1,3
50.31458,-19.37932,-1,0
45.46376,-12.15538,1,2
69.56517,-9.659675,1,2
47.88084,-9.309527,1,2
42.34383,-9.984862,1,1
37.28718,-9.477865,1,1
35.49711,-28.55428,1,1
14.72323,-28.68042,1,1
88.47469,-22.01394,1,3
80.10134,-9.878255,1,2
82.3396,-9.596883,1,2
91.01363,-9.139904,1,2
27.80475,-28.63094,1,1
45.0078,-15.17441,1,1
46.67016,-18.00593,1,1
27.13104,-28.73376,1,1
2.341789,-28.2553,1,1
84.18983,-28.13766,1,3
8.649117,-28.76936,1,1
87.0077,-19.74121,1,3
23.62082,-9.756225,1,1
49.27643,-12.49561,-1,0
87.33683,-25.9761,1,3
79.57052,-9.171986,1,2
87.95273,-9.418196,1,3
3.446987,-9.185661,1,1
87.97888,-23.15146,1,3
48.05707,-19.97781,1,2
88.62138,-28.606,1,3
28.62427,-28.90283,1,1
69.59602,-28.1483,1,1
88.83633,-26.59266,1,3
88.72564,-28.45454,1,3
61.36007,-9.979891,1,2
67.7943,-9.355342,1,2
89.27945,-26.03253,1,3
42.84954,-9.642239,1,1
42.25905,-28.3999,1,1
52.62384,-26.20137,1,1
45.79482,-13.55975,1,2
50.74232,-21.82315,-1,0
90.44907,-9.184426,1,2
88.99668,-15.35787,-1,0
87.75107,-22.74283,-1,0
34.83683,-28.78008,1,1
8.747381,-9.505754,1,1
67.12065,-9.587317,1,2
88.78708,-22.00299,-1,0
10.50403,-9.695587,1,1
88.00304,-24.54875,1,3
2.558372,-9.440605,1,1
44.2149,-22.60658,1,1
65.60841,-28.35056,1,1
52.76836,-28.22841,1,1
43.87667,-28.62152,1,1
23.93584,-28.33631,1,1
35.67773,-28.18943,1,1
68.81725,-28.85246,1,1
41.24067,-28.27328,1,1
79.79055,-28.85825,1,3
19.86992,-28.27065,1,1
62.53857,-9.169853,1,2
65.54213,-9.928369,1,2
50.72031,-12.46233,1,2
88.63619,-20.36079,-1,0
