X,Z,Success?,ReachedExit
63.46497,-28.76464,-1,0
37.0016,-9.61818,-1,0
50.62838,-28.89978,1,1
87.30424,-15.38383,1,3
48.29235,-18.8421,-1,0
48.49241,-16.84348,-1,0
51.58632,-11.39223,1,2
52.08717,-22.10625,-1,0
38.69336,-9.941313,1,1
79.9677,-9.60195,1,2
34.96554,-28.30146,1,1
23.56343,-28.7144,1,1
9.435864,-9.767415,1,1
62.98347,-9.041638,1,2
49.37983,-3.762088,1,2
71.85085,-9.45322,1,2
52.10781,-9.462523,1,2
42.46164,-28.22278,1,1
53.46524,-9.296766,0,0
90.89748,-19.59348,-1,0
29.21408,-28.88519,1,1
27.32647,-28.48906,1,1
36.78629,-9.7377,1,1
89.85188,-28.93829,1,3
56.41147,-9.533745,1,2
88.88506,-10.16407,1,2
40.62748,-9.276927,1,1
37.23766,-28.91107,1,1
88.16011,-9.432499,1,3
79.2784,-9.038105,1,2
90.52169,-9.55933,1,2
27.53489,-9.614672,1,1
12.99158,-9.859682,1,1
82.35788,-9.565307,1,2
62.56879,-28.45191,1,1
8.160079,-9.361597,1,1
49.00826,-24.27747,-1,0
65.2595,-28.79832,-1,0
53.07276,-9.546013,1,2
25.03927,-9.806571,1,1
81.48524,-9.422211,1,2
38.76164,-9.530709,1,1
57.50135,-9.655115,1,2
53.39819,-9.213631,1,2
90.52672,-12.4943,-1,0
49.17427,-25.74225,1,1
63.18452,-9.206474,1,2
38.34,-9.78245,1,1
87.63638,-9.371195,1,3
73.33416,-9.599164,1,2
76.37611,-28.73597,1,1
49.25484,-13.85945,1,2
45.33471,-26.17767,1,1
80.30573,-9.792801,1,2
82.85631,-9.32231,1,2
88.78658,-26.54281,1,3
6.072593,-9.758533,1,1
10.0577,-28.40236,1,1
70.89886,-9.169416,1,2
45.87073,-11.66345,0,0
22.53603,-9.808658,1,1
17.99839,-28.64288,1,1
29.62196,-9.874294,1,1
81.76389,-9.302074,1,2
57.8791,-9.430333,1,2
89.27687,-11.47615,1,2
64.83222,-28.46968,1,1
87.86691,-11.84552,1,3
17.15749,-28.72598,1,1
16.78975,-28.00127,1,1
24.97735,-28.87396,1,1
67.60715,-9.307196,1,2
30.25471,-9.189389,1,1
3.723938,-9.985006,1,1
51.64679,-8.975821,1,2
88.04525,-13.78554,1,3
87.54813,-21.74557,1,3
27.51916,-28.42337,1,1
90.48953,-22.83921,1,3
90.47748,-26.40795,1,3
14.96645,-28.51786,1,1
10.06659,-9.703769,0,0
91.59956,-28.12276,1,3
55.48034,-28.56146,1,1
8.563201,-28.06322,1,1
37.21081,-9.699839,1,1
89.5205,-11.11577,1,3
29.48233,-28.53482,1,1
5.696764,-28.91402,1,1
66.0295,-28.48194,1,1
66.84906,-28.34168,1,1
47.35786,-23.77521,1,1
49.35739,-4.878085,1,2
49.28089,-16.98558,1,2
7.409036,-28.28827,1,1
57.1896,-28.09561,1,1
8.488129,-9.681249,0,0
83.6114,-28.02051,1,3
88.72421,-11.28592,1,2
52.77399,-20.61876,0,0
88.63972,-28.71842,1,3
3.630156,-9.621884,1,1
71.08785,-9.312583,1,2
31.44836,-9.15719,1,1
61.95998,-28.07949,1,1
47.39638,-18.25355,1,2
44.58478,-8.834895,1,2
24.1076,-28.35876,1,1
68.78268,-28.14075,1,1
88.72619,-27.91309,1,3
45.53569,-12.71124,1,2
35.21893,-9.408871,1,1
47.70951,-11.8153,1,2
92.13988,-9.520139,1,2
36.33457,-9.00768,1,1
11.16409,-28.66813,1,1
45.36141,-26.03959,1,1
11.94314,-9.845849,0,0
45.29182,-23.87694,1,1
13.16916,-28.64649,1,1
87.56525,-12.32943,1,3
69.16716,-28.17308,1,1
3.269662,-28.39798,1,1
51.74488,-7.456839,1,2
79.61623,-9.997818,1,2
28.19318,-9.429688,1,1
75.45886,-28.59187,1,1
55.35688,-28.67844,1,1
85.59459,-9.812083,1,2
12.3178,-9.938569,1,1
46.98833,-15.69481,1,2
57.65044,-28.82031,1,1
57.56181,-9.340806,1,2
88.1252,-14.30242,1,3
65.00037,-9.352242,1,2
88.36147,-17.09456,1,3
53.57713,-28.23376,1,1
52.12716,-26.76394,1,1
87.34135,-28.56914,1,3
82.49079,-9.952829,1,2
63.37757,-28.85614,1,1
76.62247,-9.650593,1,2
69.28908,-9.99004,1,2
52.70071,-26.59845,1,1
14.57414,-9.081187,1,1
87.25848,-20.61913,1,3
79.3573,-28.39896,1,3
37.85266,-9.169531,1,1
49.70496,-27.03126,1,1
49.46909,-19.88486,-1,0
43.0998,-28.93607,-1,0
42.89543,-28.06728,1,1
49.82109,-13.60888,1,2
80.80505,-28.83895,1,3
90.63889,-27.71699,1,3
17.73057,-9.974875,1,1
29.38674,-9.249787,1,1
89.9063,-11.8739,1,2
23.1207,-28.39198,1,1
50.23961,-12.69491,-1,0
56.19737,-9.556924,1,2
20.60017,-9.937697,1,1
35.5811,-28.7787,1,1
73.127,-9.861204,1,2
40.17258,-28.8797,1,1
44.75621,-27.71964,1,1
63.38449,-28.59969,1,1
48.02635,-28.30293,1,1
91.4668,-9.177585,1,2
45.48911,-17.89283,1,1
50.30869,-3.590781,1,2
89.72218,-24.07281,1,3
88.29852,-19.4449,1,3
22.11337,-9.672817,1,1
13.25806,-28.91934,1,1
73.85528,-9.493664,1,2
49.67456,-8.208101,1,2
54.70592,-28.22107,1,1
80.78403,-28.78474,1,3
90.41702,-22.98492,1,3
50.6797,-26.55284,1,1
25.81174,-9.136841,1,1
47.87571,-12.60119,1,2
84.07245,-9.279159,1,2
49.44191,-5.75987,1,2
47.48862,-14.0576,1,2
43.68483,-9.597758,1,1
19.32588,-9.978052,1,1
7.944902,-28.01293,1,1
87.45827,-23.6602,1,3
15.87456,-9.061653,1,1
79.29691,-9.632871,1,2
53.96787,-9.494312,1,2
31.89022,-28.14515,1,1
72.22642,-9.389431,1,2
68.65894,-9.140715,1,2
74.51081,-9.897421,1,2
65.64188,-9.7984,1,2
90.76425,-25.67245,1,3
62.49997,-28.99736,1,1
51.82124,-22.05718,-1,0
6.35422,-9.257559,1,1
8.659431,-28.05956,1,1
76.78044,-28.84757,1,1
50.74448,-20.51039,-1,0
63.27,-9.77542,1,2
18.59442,-9.643889,1,1
89.48391,-28.72647,1,3
33.80171,-28.05149,1,1
49.76968,-3.451393,1,2
87.99854,-9.195451,1,3
23.35336,-9.742855,1,1
13.01384,-28.97871,1,1
91.98545,-11.63021,1,2
88.9643,-24.8909,1,3
22.30331,-9.489417,1,1
77.29025,-28.19541,1,1
52.03218,-27.56542,1,1
87.96099,-16.1331,1,3
48.55482,-6.145149,1,2
69.53632,-9.521126,1,2
46.42382,-26.28439,1,1
34.11226,-28.48304,1,1
19.44822,-28.01261,1,1
79.40601,-28.42018,1,3
78.95559,-28.6824,1,3
88.45543,-26.88306,1,3
80.66788,-9.12687,1,2
35.03429,-9.381654,1,1
22.87639,-28.18828,1,1
46.76642,-21.5617,1,1
94.37218,-9.782059,1,2
56.02893,-28.77222,1,1
69.92288,-9.905455,1,2
48.57745,-12.59642,-1,0
61.84974,-28.36626,1,1
50.97316,-25.80115,1,1
64.0229,-28.36916,1,1
10.42387,-9.838484,1,1
38.48864,-28.63865,1,1
66.20679,-28.92255,1,1
87.69591,-26.86975,1,3
29.79995,-28.43924,1,1
41.13617,-9.464435,1,1
15.79475,-9.400742,1,1
44.48935,-18.29623,1,1
64.08734,-28.09092,1,1
50.48496,-14.57202,1,2
14.36448,-28.19204,1,1
58.54135,-9.475954,1,2
75.18125,-9.681184,1,2
88.07288,-18.66978,1,3
12.85972,-28.92643,1,1
76.3485,-28.76472,1,1
88.86154,-24.06775,1,3
90.38579,-14.88392,-1,0
58.99251,-28.00196,1,1
68.51878,-28.1168,1,1
67.67495,-9.492949,1,2
35.94105,-9.218756,1,1
40.84209,-28.56633,1,1
11.91706,-9.46545,1,1
26.59822,-9.487156,1,1
49.57602,-15.68222,1,2
16.49696,-28.29555,1,1
24.48908,-9.287083,1,1
51.38528,-27.7092,1,1
44.26229,-21.64362,1,1
86.59396,-28.78179,1,3
16.71229,-9.665363,1,1
30.73245,-28.73268,1,1
55.7935,-28.96469,1,1
50.78899,-11.00805,1,2
5.621947,-28.32968,1,1
26.60485,-9.437943,1,1
3.381734,-28.56383,1,1
80.36777,-28.12364,1,3
90.06681,-14.34162,-1,0
89.37977,-12.1153,-1,0
85.87064,-9.809466,-1,0
9.185875,-9.503939,1,1
14.25238,-9.205105,1,1
91.46198,-19.60522,-1,0
9.496231,-28.00283,1,1
19.60956,-28.35624,1,1
2.129996,-9.325132,1,1
55.4584,-28.72766,1,1
51.31063,-17.79638,-1,0
54.87783,-9.502158,1,2
50.17996,-9.672085,-1,0
51.33192,-18.29045,-1,0
46.33858,-16.96057,1,1
13.79313,-28.84264,1,1
49.82607,-17.3765,-1,0
68.87131,-9.51565,-1,0
36.84482,-28.49305,1,1
79.21727,-28.89044,1,3
95.58538,-9.191073,1,2
91.48547,-19.89928,-1,0
88.24384,-9.514084,1,3
51.15123,-23.23131,-1,0
90.13147,-14.39813,-1,0
20.3305,-28.3033,-1,0
47.25691,-12.87687,-1,0
51.60742,-18.22659,-1,0
37.75801,-9.443847,1,1
8.467581,-28.35308,1,1
91.51949,-15.79483,-1,0
62.01785,-28.8664,1,1
46.49674,-25.47568,1,1
47.97368,-16.75323,1,2
86.64763,-28.45112,1,3
46.51895,-28.40002,1,1
91.83716,-28.2724,1,3
84.00958,-28.87504,1,3
37.72952,-28.34273,1,1
35.00207,-9.057746,1,1
73.21412,-9.254386,1,2
33.50526,-9.192957,1,1
24.58645,-28.08402,1,1
62.24508,-9.548125,1,2
3.202531,-9.531817,1,1
78.30483,-9.421684,1,2
2.808241,-28.51643,1,1
89.08488,-25.95929,1,3
65.94022,-28.43345,1,1
33.39819,-28.5912,1,1
74.21944,-9.508717,1,2
31.85259,-9.513958,1,2
93.22437,-9.645863,1,2
35.23112,-9.818337,1,1
37.37073,-28.58242,1,1
42.07089,-9.30008,1,1
39.46019,-28.85926,1,1
91.82777,-28.60301,1,3
44.47887,-15.3924,1,2
91.10902,-14.07808,-1,0
67.83147,-28.03996,1,1
77.4444,-28.43584,1,1
17.93697,-9.11291,1,1
49.32356,-15.19137,1,2
34.18015,-9.738118,1,1
23.97482,-9.28373,1,1
81.45993,-9.911065,1,2
90.39882,-22.64041,1,3
30.2581,-28.09217,1,1
88.16084,-20.83014,1,3
52.47188,-11.77268,1,2
89.18303,-23.51438,1,3
88.56509,-9.711405,1,2
52.46208,-17.2972,-1,0
87.98056,-11.46492,-1,0
70.58003,-28.65135,1,1
21.32043,-28.8506,1,1
18.94536,-28.58618,1,1
87.60641,-16.49659,1,3
22.81482,-9.071483,1,1
84.6659,-9.982975,1,2
90.46658,-9.11357,1,2
50.32539,-21.46212,-1,0
64.82866,-28.36589,1,1
67.75153,-9.72843,1,2
42.34487,-28.93435,1,1
15.86866,-28.6194,1,1
10.8148,-28.58868,1,1
45.90519,-4.574092,1,2
36.12705,-28.3337,1,1
72.91395,-28.15195,1,1
71.21465,-28.88697,1,1
91.20216,-28.49806,1,3
28.71752,-28.31343,1,1
29.59201,-9.902985,0,0
47.54259,-3.403606,1,2
45.57137,-22.90069,1,1
20.53263,-28.52652,1,1
91.891,-17.69093,-1,0
79.06696,-28.40886,-1,0
77.99926,-9.748314,1,2
33.76465,-9.512444,1,1
42.95242,-9.996264,1,1
52.45822,-17.54475,-1,0
52.86237,-19.25953,-1,0
91.26458,-10.93589,-1,0
50.84308,-4.996589,1,2
77.11863,-28.95352,1,1
38.12471,-9.026041,1,1
91.99537,-13.30836,-1,0
78.41939,-9.153878,-1,0
32.26334,-28.61604,1,1
77.95683,-9.984094,1,2
39.24819,-28.5904,1,1
39.7522,-28.58562,1,1
20.57501,-28.53107,1,1
46.06668,-10.75216,1,2
53.72533,-9.800988,1,2
83.03587,-28.97964,1,3
46.28085,-6.524524,1,2
22.82564,-9.5864,1,1
91.86534,-28.04435,1,3
45.46146,-3.98773,1,2
78.49836,-9.519564,1,2
46.84806,-7.91022,1,2
58.90101,-28.14926,1,1
58.48649,-9.325729,1,2
44.9931,-20.50236,1,1
90.02553,-15.45382,-1,0
8.367741,-9.971011,-1,0
47.86477,-23.47793,1,1
55.31104,-9.750707,1,2
56.78479,-28.99931,1,1
55.6556,-9.53768,1,2
38.58416,-9.997986,1,1
87.31349,-25.20554,1,3
40.20176,-9.306402,1,1
89.39519,-23.19746,1,3
59.30756,-9.743332,1,2
18.74193,-9.327639,1,1
50.02515,-27.41989,1,1
66.95729,-9.973953,1,2
79.16313,-28.19182,1,3
18.4815,-9.736899,1,1
65.89288,-28.81638,1,1
37.70092,-9.459602,1,1
77.62737,-28.19503,1,1
14.58217,-9.563579,1,1
88.77686,-9.002249,1,2
65.6318,-9.020445,1,2
2.5493,-28.47193,1,1
24.50244,-9.651082,1,1
17.86915,-9.419868,1,1
30.1481,-28.42942,1,1
71.36826,-9.04285,1,2
47.23025,-19.06017,1,1
88.05981,-12.16105,1,3
67.07082,-9.869665,1,2
23.28318,-28.95951,1,1
53.02659,-9.972187,1,2
78.21779,-9.478989,1,2
89.97078,-19.93343,-1,0
51.354,-27.15478,1,1
90.4781,-18.19064,-1,0
51.87093,-20.92285,-1,0
95.97874,-9.016221,1,2
85.41797,-9.677045,1,2
91.89178,-11.61487,1,2
41.85842,-9.491896,1,1
47.37224,-13.94903,1,2
53.6865,-28.24697,1,1
14.13252,-28.32019,1,1
87.47542,-21.22167,1,3
41.80676,-28.96091,1,1
51.66202,-3.142289,1,2
64.36492,-28.6687,1,1
87.92014,-11.82545,1,3
41.2617,-9.961941,1,2
47.15692,-17.17167,1,1
36.90667,-9.021602,1,1
21.34626,-28.9988,1,1
64.49155,-28.35656,1,1
25.77621,-9.767148,1,1
50.46331,-3.643955,1,2
91.98685,-12.1787,1,2
20.11588,-9.724307,1,1
48.99488,-28.54261,1,1
82.8691,-28.66777,1,3
69.0788,-28.86163,1,1
89.31873,-17.66972,-1,0
71.75509,-28.45586,1,1
22.17775,-9.619642,0,0
88.71816,-28.11894,1,3
23.8095,-9.281428,1,1
24.18398,-9.223753,1,1
90.22805,-12.16115,1,2
36.51301,-28.04523,1,1
33.59245,-9.010725,1,1
42.07455,-9.417545,1,1
46.43673,-20.71251,1,1
68.92122,-9.038316,1,2
81.05554,-28.94824,1,3
91.15739,-27.96245,1,3
88.21056,-21.85398,1,3
75.62641,-9.644873,1,2
86.89372,-28.57056,1,3
64.44699,-9.400594,1,2
17.42122,-28.68851,1,1
59.27314,-28.99343,1,1
94.68483,-9.421844,1,2
85.94747,-28.22707,1,3
45.83456,-17.09579,1,1
35.63339,-28.62024,1,1
10.12314,-28.1433,1,1
25.27952,-9.780076,1,2
49.98206,-10.00728,1,2
52.73589,-11.36196,1,2
56.33151,-9.604446,1,2
87.17583,-20.88357,1,3
84.53535,-9.155711,1,2
15.86102,-9.361467,1,1
66.9324,-28.12909,1,1
39.70727,-9.683083,1,1
38.84768,-28.90095,1,1
65.26405,-28.98275,1,1
85.20721,-9.367417,1,2
80.10423,-9.541073,1,2
90.71254,-9.25281,1,2
84.158,-28.93412,1,3
50.0555,-12.79547,-1,0
89.69218,-26.23123,1,3
16.06097,-28.48247,1,1
76.0601,-28.70025,1,1
61.81181,-28.8996,1,1
37.71709,-9.000398,1,1
46.21935,-7.955735,1,2
53.4135,-9.930879,1,2
70.35204,-28.81097,1,1
52.14453,-20.43436,-1,0
21.21824,-28.95555,-1,0
61.85498,-28.60658,1,1
15.59465,-9.764097,1,1
48.58131,-21.79079,-1,0
41.05017,-28.97042,1,1
69.26653,-9.161877,1,2
31.0521,-28.69922,1,1
60.59668,-9.789302,1,2
87.11524,-23.61971,1,3
34.11262,-9.174379,1,1
85.31257,-9.254564,1,2
69.85529,-28.01715,1,1
71.48105,-28.52034,1,1
49.27631,-19.60041,-1,0
68.34865,-9.456818,-1,0
45.72941,-17.4101,-1,0
56.62928,-9.945562,1,2
46.91463,-25.98421,1,1
54.04822,-9.795909,1,2
41.679,-28.99339,1,1
46.32374,-3.524419,1,2
66.08369,-9.900633,1,2
46.37666,-9.976825,1,2
76.09929,-28.34912,1,1
71.58935,-28.36127,1,1
51.20373,-15.13052,1,2
54.44559,-9.369758,1,2
22.8381,-9.089988,1,1
53.05683,-28.01198,1,1
13.23106,-28.49781,1,1
33.22843,-28.57356,1,1
83.42005,-9.669966,1,2
77.08461,-9.059239,1,2
19.52464,-28.87505,1,1
51.64083,-16.65101,1,2
52.65183,-19.08171,-1,0
76.66158,-28.64582,1,1
15.70598,-9.69097,1,1
76.45732,-28.76511,1,1
87.59409,-13.8515,1,3
76.01225,-9.190188,1,2
63.48463,-9.490498,1,2
95.02381,-9.965111,1,2
74.39128,-28.60209,1,1
16.63515,-28.10604,1,1
45.55822,-7.247506,1,2
17.14036,-28.38677,1,1
84.3798,-28.21014,1,3
19.4875,-28.39438,1,1
52.55008,-26.10806,1,1
12.79407,-9.931522,1,1
87.13493,-9.83716,1,3
91.81102,-20.2942,-1,0
66.43129,-28.77179,-1,0
47.0625,-19.85798,1,1
85.45731,-9.629896,1,2
29.05666,-28.74793,1,1
66.12515,-28.27275,1,1
47.12439,-28.86588,1,1
45.39058,-9.970985,1,2
89.23588,-20.06032,-1,0
48.76106,-14.19822,-1,0
87.64648,-23.89324,1,3
41.42875,-28.41016,1,1
78.99359,-9.38969,1,2
8.73591,-28.39581,1,1
6.323559,-28.96429,1,1
13.26392,-28.42008,1,1
90.4754,-28.87854,1,3
27.74182,-9.246669,1,1
60.09391,-9.112731,1,2
45.00836,-14.13821,1,2
74.81454,-9.081591,1,2
61.8649,-28.50532,1,1
73.63404,-9.996378,1,2
91.7705,-11.23489,1,2
27.21996,-28.6702,1,1
37.16186,-9.418262,1,1
46.14744,-5.737697,1,2
31.03175,-28.5317,1,1
88.56409,-27.28152,1,3
28.26105,-9.137108,1,1
81.20688,-28.84952,1,3
29.62706,-9.544283,1,1
50.3336,-6.198069,1,2
48.48981,-27.10993,1,1
90.7362,-27.6462,1,3
57.58281,-9.935567,1,2
48.27084,-10.23749,1,2
88.17921,-24.04101,1,3
55.33835,-28.69144,1,1
51.29591,-26.27605,1,1
44.79563,-20.73145,1,1
91.2026,-24.3385,1,3
66.02238,-28.44069,1,1
78.95288,-28.17442,1,3
68.32122,-28.37708,1,1
51.60309,-10.03626,1,2
71.93568,-9.323803,1,2
86.92166,-9.281057,1,3
60.5535,-9.990103,1,2
32.6568,-9.422367,1,1
38.16435,-9.683565,1,1
90.34334,-27.14577,1,3
68.45578,-9.130013,1,2
37.08767,-9.421225,1,1
5.242382,-28.54428,1,1
33.42512,-9.786765,1,1
55.81444,-9.72686,1,2
88.76583,-16.31436,-1,0
90.49459,-25.17514,1,3
45.96377,-22.71077,1,1
94.23668,-9.173347,1,2
73.01312,-28.33626,1,1
52.58199,-6.761287,1,2
58.1569,-9.445213,1,2
9.450419,-28.27471,1,1
58.92544,-28.42189,1,1
21.95532,-28.49399,1,1
77.99019,-9.651915,1,2
45.34092,-20.19373,1,1
90.35523,-23.37108,1,3
61.2483,-28.83011,1,1
78.63564,-9.957559,1,2
75.20103,-28.19923,1,1
50.01863,-17.25005,-1,0
91.40034,-12.93254,-1,0
90.87272,-9.995971,1,2
52.33035,-11.82041,1,2
92.37603,-9.28627,1,2
43.30588,-28.88606,1,1
23.39961,-28.48917,1,1
88.81345,-24.47605,1,3
47.05185,-19.99743,1,1
85.93771,-9.063323,1,2
84.30199,-28.19909,1,3
91.57685,-9.312375,1,2
28.50751,-9.851711,1,1
66.91413,-9.695816,1,2
53.3763,-28.46821,1,1
39.5666,-9.907739,1,1
45.53289,-19.30909,1,1
52.8777,-3.753338,1,2
20.34477,-9.334167,1,1
25.80763,-28.32066,1,1
81.13882,-9.885284,1,2
89.51334,-13.72078,-1,0
70.57739,-9.955063,1,2
59.39295,-28.34742,1,1
16.32292,-9.072881,1,1
50.75046,-18.91018,-1,0
91.53714,-22.4329,-1,0
89.78436,-27.7269,-1,0
3.18,-9.961112,-1,0
68.79388,-9.453883,1,2
60.11289,-28.74065,1,1
56.91982,-28.4888,1,1
45.08737,-21.13901,1,1
81.67581,-9.835693,1,2
91.50315,-28.04736,1,3
66.07623,-28.32919,1,1
38.69989,-28.77022,1,1
9.483013,-9.317851,1,1
58.58817,-9.378536,1,2
43.07181,-9.137396,1,1
31.40861,-9.40776,1,1
10.54594,-9.827622,1,1
55.73458,-9.381277,1,2
12.65335,-9.776765,1,1
46.13327,-3.225249,1,2
44.81984,-4.586257,1,2
88.55639,-27.71968,1,3
49.33755,-14.84843,1,2
68.71366,-28.66063,1,1
47.15165,-11.45513,1,2
90.90375,-23.7092,1,3
46.1467,-20.12073,1,1
48.26342,-3.805099,1,2
47.16124,-19.87361,1,1
90.0797,-28.44688,1,3
2.440322,-28.27102,1,1
45.49483,-21.69607,1,1
5.517695,-9.012265,1,1
51.27739,-12.89834,-1,0
3.872389,-28.48394,1,1
48.66646,-18.02368,-1,0
91.91258,-18.31678,-1,0
36.98109,-9.447592,-1,0
62.35738,-9.522444,-1,0
2.499317,-28.45961,1,1
49.21021,-7.492031,1,2
14.30926,-9.920527,1,1
93.45882,-9.690796,1,2
83.32746,-28.35104,1,3
75.52297,-9.119748,1,2
46.69283,-20.03656,1,1
32.40915,-28.297,1,1
42.21508,-28.06643,1,1
54.8829,-28.82911,1,1
89.63098,-18.2491,-1,0
49.92784,-5.530158,-1,0
88.28274,-19.88064,1,3
45.23265,-7.747883,1,2
87.88724,-28.41804,1,3
73.80032,-9.362615,1,2
68.19208,-9.780488,1,2
91.39721,-25.92311,1,3
70.35124,-28.45488,1,1
86.83229,-28.01057,1,3
33.09614,-28.25764,1,1
45.55109,-4.225179,1,2
77.40112,-9.934817,1,2
74.18259,-28.46029,1,1
72.07058,-9.044381,1,2
52.96605,-26.20556,1,1
30.12433,-9.008959,1,1
62.90198,-28.67405,1,1
50.9449,-12.12159,1,2
46.10162,-13.83008,1,2
34.75758,-9.98053,1,1
46.5191,-7.862906,1,2
12.3125,-28.33358,1,1
71.9153,-28.54359,1,1
53.29652,-9.823288,1,2
50.3319,-27.18306,1,1
46.06368,-12.23321,1,2
71.36494,-28.38509,1,1
87.11082,-21.49417,1,3
76.94971,-28.4377,1,1
42.30143,-9.200122,1,1
21.96047,-28.97342,1,1
51.26316,-17.62573,-1,0
34.84755,-9.357487,-1,0
22.55649,-9.301368,1,1
88.71823,-19.34417,-1,0
69.33368,-9.040217,-1,0
90.90987,-28.13505,1,3
88.57186,-16.88353,1,3
45.11621,-18.84806,1,1
91.09659,-28.79836,1,3
93.40476,-9.632114,1,2
79.28483,-9.054095,1,2
42.57714,-28.64725,1,1
62.39965,-28.69009,1,1
69.93633,-9.50407,1,2
88.90922,-12.47676,1,3
44.09972,-28.60644,1,1
91.40604,-27.94527,1,3
59.51314,-9.56597,1,2
34.09113,-28.64479,1,1
89.26851,-12.66583,-1,0
56.29226,-28.69183,1,1
62.78588,-28.73155,1,1
45.76427,-11.50651,1,2
25.87712,-28.90158,1,1
51.97962,-20.56796,-1,0
85.33421,-28.93257,-1,0
91.61419,-24.77071,-1,0
62.74659,-28.62093,1,1
90.00687,-20.36596,-1,0
37.56083,-28.23326,-1,0
49.09525,-16.02931,-1,0
44.17022,-10.55098,1,2
89.31142,-17.89208,-1,0
45.5435,-7.112271,1,2
45.39999,-23.03193,1,1
85.52202,-9.653674,1,2
87.24339,-17.79803,1,3
44.01886,-10.21439,1,2
30.70942,-28.15977,1,1
44.66132,-17.00185,1,2
40.02534,-9.781147,1,1
11.80197,-28.81492,1,1
90.83183,-10.06672,1,2
51.89587,-24.95306,1,1
87.45847,-12.96059,1,3
19.00933,-28.87598,1,1
77.29297,-9.182655,1,2
74.74352,-9.25378,1,2
28.79215,-28.22016,1,1
87.93723,-14.13066,1,3
12.19191,-9.582566,1,1
62.74658,-9.629517,1,2
46.8579,-22.90277,1,1
7.708642,-28.50092,1,1
48.35194,-6.551595,1,2
60.32058,-28.8984,1,1
28.15998,-28.05604,1,1
15.45398,-9.431835,1,1
25.12156,-9.605942,1,1
70.49599,-9.419723,1,2
92.43373,-9.52249,1,2
46.08533,-20.8273,1,1
47.87144,-19.94202,1,2
77.44866,-28.29852,1,1
46.95274,-12.98499,1,2
18.11332,-9.348893,1,1
47.27916,-7.162606,1,2
64.34557,-9.767684,1,2
88.13542,-27.93587,1,3
6.411743,-9.719578,1,1
20.52555,-28.74451,1,1
52.17754,-24.358,-1,0
62.59097,-28.43908,-1,0
92.46457,-9.600274,1,2
81.18943,-28.14451,1,3
63.21516,-9.577509,1,2
91.77523,-22.41221,-1,0
90.07468,-26.72864,-1,0
25.15042,-9.087176,-1,0
82.24841,-9.849017,1,2
25.39451,-28.04478,1,1
90.29768,-23.33366,1,3
52.66422,-28.05634,1,1
91.93806,-9.525975,1,2
67.55192,-9.214134,1,2
19.19109,-9.411655,1,1
90.10336,-24.2548,1,3
64.58012,-28.99058,1,1
51.90207,-9.972024,1,2
89.01178,-26.60634,1,3
79.77758,-28.71624,1,3
73.14825,-9.822443,1,2
49.34766,-25.0486,1,1
46.99654,-12.43407,1,2
15.44162,-9.544761,1,1
70.02674,-9.018773,1,2
72.31454,-28.40099,1,1
62.15601,-28.56062,1,1
7.993218,-28.90159,1,1
87.41407,-21.23703,1,3
21.86493,-28.86703,1,1
90.93394,-24.49822,1,3
64.73618,-9.667059,1,2
14.23429,-9.074968,1,1
32.26273,-9.541864,1,1
43.70835,-9.512703,1,1
90.32138,-18.1939,-1,0
45.62484,-7.947062,-1,0
91.51322,-16.09396,-1,0
50.85751,-13.21689,-1,0
4.419566,-9.373043,-1,0
86.50558,-28.71608,1,3
59.97,-28.54515,1,1
65.84092,-9.17983,1,2
45.06756,-25.76147,1,1
8.003151,-9.926994,1,1
25.18558,-9.160569,1,1
34.8738,-28.08371,1,1
44.17865,-12.64699,1,2
72.19978,-28.82206,1,1
12.05298,-28.33889,1,1
34.7213,-9.297757,1,1
88.07304,-21.40031,1,3
57.85864,-9.661422,1,2
75.52467,-28.7563,1,1
66.9292,-28.65318,1,1
91.87439,-25.4979,1,3
19.87071,-28.80657,1,1
93.38029,-9.289747,1,2
90.5013,-25.74449,1,3
33.96329,-9.87643,1,1
89.19537,-19.72953,-1,0
6.787017,-9.222815,-1,0
76.22237,-28.90803,1,1
24.81901,-9.040881,1,1
45.9119,-18.55999,1,1
49.32027,-5.009625,1,2
17.05961,-9.582474,1,1
22.1735,-28.16379,1,1
51.03412,-25.46824,1,1
82.64412,-9.337889,1,2
90.12184,-11.48708,1,2
82.09422,-28.20085,1,3
90.81734,-25.65049,1,3
48.24382,-18.14166,-1,0
88.16,-19.24731,-1,0
64.36282,-28.01418,1,1
23.2368,-28.40251,1,1
87.69966,-27.70672,1,3
89.30765,-27.09081,1,3
31.03845,-9.577398,1,1
36.90041,-9.08357,1,1
3.154651,-28.21951,1,1
84.30907,-28.42219,1,3
79.53699,-9.899795,1,2
50.82504,-12.84695,-1,0
8.520679,-28.71861,1,1
19.21264,-28.28143,1,1
40.453,-28.62973,1,1
52.30863,-25.15263,1,1
16.23238,-9.470562,1,1
67.14114,-9.591112,1,2
77.8934,-9.622231,1,2
48.0201,-14.06798,1,2
39.52929,-9.240801,1,1
79.54277,-9.630064,1,2
88.80172,-19.05137,-1,0
45.50505,-24.37519,1,1
44.48127,-18.61543,1,1
62.73021,-9.268524,1,2
89.58804,-28.45097,1,3
39.12259,-28.57568,1,1
89.54864,-25.17117,1,3
41.96819,-28.17501,1,1
66.87251,-9.426436,1,2
26.03101,-9.434681,1,1
43.0663,-9.470393,1,1
30.46015,-9.17103,1,1
58.6454,-9.043268,1,2
